warehouse_order_line_ID,warehouse_order_date,purchase_order_date,purchase_order_no,vendor,is_hazmat,selling_marketplace,selling_marketplace_client_SKU,selling_marketplace_product_title,selling_marketplace_ASIN,selling_marketplace_photo_link,selling_marketplace_bundle_count,purchase_bundle_count,purchase_order_quantity,purchase_order_quantity_single_units,total_sellable_units,total_warehouse_order_cost,sellable_unit_cost,notes_to_warehouse,,warehouse_order_receiving_status,received_single_units_quantity,received_single_units_damaged_quantity,awaiting_single_units,received_sellable_units_quantity,first_received_date,last_received_date,warehouse_notes,FORMULA_HELPER
258_0000075,,12/4/2024,113-9552366-0763468,(amazon) Amazon.com,,CA,B00IRJ1DQ6,"BISSELL EUCALYPTUS MINT DEMINERALIZED STEAM MOP WATER, 32 ounces, 1392, WHITE",,https://amazon.com/dp/B00IRJ1DQ6,1,1,2,2,2,$13.58,$6.79,Hazmat incelemesi tamamlandır.Hazmat değil.,,complete,2,0,0,2,,12/24/2024,,
258_0000076,,12/3/2024,111-0897307-4176232,(amazon) Amazon.com,,CA,B000NE6H82,"Zipfizz Daily Energy Drink Powder, Citrus, 20 Pack, 3-in-1 Sustained Energy, Rapid Hydration, and Essential Vitamins, Sugar-Free, Electrolyte Powder, Contains Vitamin B-12 & Antioxidants",,https://amazon.com/dp/B000NE6H82,1,1,10,10,10,$183.43,$18.34,,,complete,10,0,0,10,,12/25/2024,,
258_0000077,,12/3/2024,114-4338118-7241025,(amazon) RCMA Makeup,,CA,B01ETVTASI,RCMA | Translucent Loose Powder | Flawless Finish | Professional Makeup | Setting Powder | All Skin Types | 3oz Bottle,,https://amazon.com/dp/B01ETVTASI,1,1,6,6,6,$81.00,$13.50,,,complete,6,0,0,6,,12/24/2024,,
258_0000078,,12/3/2024,114-1269888-6717031,(amazon) Wild Fuel,,CA,B0BNC7DNPC,"Essential Amino Acids Supplement - 3,000mg Amino Complex + All 9 Best Amino Acids for Muscle Growth, Power and Recovery - Leucine Amino Acid, Lysine, Isoleucine, Tryptophan - 120 Vegan, BCAA Capsules",,https://amazon.com/dp/B0BNC7DNPC,1,1,15,15,15,$246.93,$16.46,,,complete,15,0,0,15,,12/24/2024,,
258_0000079,,12/3/2024,112-3046356-5717039,(amazon) Evereden,,CA,B08ZFTQLRC,"Evereden Kids Face Wash: Cool Peach, 3.4 fl oz. | Gentle Kids Skin Care | Non-toxic and Clean Ingredients | Multi-Vitamin Skin Care for Kids",,https://amazon.com/dp/B08ZFTQLRC,1,1,15,15,15,$216.11,$14.41,,,complete,15,0,0,15,,12/24/2024,,
258_0000080,,12/3/2024,113-9745693-9491457,(amazon) ADP Health,,CA,B0C3VJNML9,"PULIV Large Supplement Organizer Bottle, Holds Plenty of 6 Various Vitamins in 1 Pill Dispenser with Anti-Mixing & Wide Openings Design, Easy to Retrieve Meds, Includes 20 Pcs Stick-on Labels",,https://amazon.com/dp/B0C3VJNML9,1,1,15,15,15,$152.87,$10.19,,,complete,15,0,0,15,,12/25/2024,,
258_0000081,,12/3/2024,114-1908275-9647412,(amazon) Native  Deodorant,,CA,B0BBXLF2ST,"Native Body Wash Contains Naturally Derived Ingredients | For Women & Men, Sulfate, Paraben, & Dye Free Leaving Skin Soft and Hydrated | Lavender & Rose 18 oz - 2 Pk",,https://amazon.com/dp/B0BBXLF2ST,1,2,15,30,30,$254.61,$8.49,,,complete,26,4,0,26,,12/25/2024,,
258_0000082,,12/5/2024,decemberorder,postum,,CA,B0004JR8SE,"Postum Wheat Bran & Molasses Coffee Alternative | Caffeine Free Coffee Substitute (8oz) | Natural Blend, Rich, Tasty, Healthy, Dietary Beverage for Breakfast, Gourmet & Pantry Pack",,by mail,1,1,48,48,48,$398.59,$8.30,,,complete,48,0,0,48,,12/24/2024,,
258_0000083,,12/5/2024,decemberorder,postum,,CA,B013RIIDVO,"Postum 8 Oz, Roasted Wheat-Bran & Molasses Instant Warm Beverage, Pack of 6",,by mail,1,1,6,6,6,$312.00,$52.00,,,complete,6,0,0,6,,12/24/2024,,
258_0000084,,12/5/2024,decemberorder,postum,,CA,B073V9FL3F,"Postum Hot Cocoa Natural Blend | Instant, Healthy, Chocolate Flavor Coffee Alternative (7oz) | Caffeine Free, Sweet, Smooth, Tasty, Dietary Warm Beverage for Breakfast, Gourmet & Pantry Pack",,by mail,1,1,18,18,18,$234.00,$13.00,,,complete,18,0,0,18,,12/24/2024,,
258_0000085,,12/7/2024,114-3626436-5578618,(amazon) Wholesale Plus Traders,,CA,B01G24GN94,"Al-Rehab Choco Musk Concentrated Perfume Rollerball for Unisex, 0.2 Ounce (Pack of 6)",,https://amazon.com/dp/B0CSQJ5YT6,1,6,50,300,300,$949.50,$3.17,,,complete,300,0,0,300,,12/25/2024,SHIPPED,
258_0000086,,12/9/2024,WSP-U6V3Q2B2KAAD,wholesalepet,,CA,B01CNONKBQ,"Qt Dog Water Buffalo Horn Treat (1 Each), Small",,https://www.amazon.ca/dp/B01CNONKBQ?th=1,1,12,3,36,36,$89.59,$2.49,,,complete,36,0,0,36,,12/24/2024,,
258_0000087,,12/18/2024,114-4411036-7527403,(amazon) Amazon.com,,CA,B00172BJ1O,"Mario Badescu Super Rich Olive Body Lotion for Dry Skin, Non-Greasy and Creamy Skin Care Moisturizer Infused with Olive Oil, Ideal for All Skin Types, 16 Fl Oz",,https://amazon.com/dp/B00172BJ1O,1,1,12,12,12,$237.60,$19.80,,,complete,12,0,0,12,,1/3/2025,,
258_0000088,,12/18/2024,112-5498465-1328261,(amazon) Grinds Coffee Pouches,,CA,B08GY18RSY,"GRINDS Coffee Pouches | Tobacco Free, Nicotine Free Healthy Alternative | 3 Cans of Caramel | 18 Pouches Per Can | 1 Pouch eq. 1/4 Cup of Coffee (Caramel)",,https://amazon.com/dp/B08GY18RSY,3,3,15,45,15,$200.81,$13.39,,,complete,45,0,0,15,,1/5/2025,PPC AND BUNDLE COUNT WRONG,
258_0000089,,12/18/2024,112-0941298-7936263,(amazon) Amazon.com,,CA,B00YXXPZLO,"Curel Itch Defense Calming Body Wash, Soap-free Gentle Formula, for Dry, Itchy Skin, with Hydrating Jojoba and Olive Oil, 10 oz (Pack of 3)",,https://amazon.com/dp/B098RD569C,1,3,5,15,15,$117.17,$7.81,,,complete,15,0,0,15,,1/3/2025,,
258_0000090,,12/18/2024,112-9558913-0232257,(amazon) Amazon,,CA,B00JB13AE2,"Margaritaville Singles to Go Water Drink Mix - Margarita Flavored, Non-Alcoholic Powder Sticks (12 Boxes with 6 Packets Each - 72 Total Servings), 0.65 Ounce (Pack of 12)",,https://amazon.com/dp/B00JB13AE2,1,1,20,20,20,$321.98,$16.10,,,awaiting,0,0,20,0,,12/30/1899,,
258_0000091,,12/18/2024,113-9534197-4117032,(amazon) Prime Time Commerce,evet,CA,B07MZCRBSG,"LAB BULKS ESSENTIAL OIL Lab Bulks Peppermint Essential Oil - (16 oz, Bulk) Peppermint Oil for Diffuser Home Care Candles & Cleaning, Spray 2 Pack - Big Bottle of Peppermint Oil - Peppermint Oil Spray",,https://amazon.com/dp/B07MZCRBSG,2,2,20,40,20,$719.82,$35.99,bundle düzeltildi,,complete,40,0,0,20,,1/5/2025,NEW BATCH,
258_0000092,,12/18/2024,113-3133018-0813033,(amazon) Grinds Coffee Pouches,,CA,B08GY6Y7R4,"Grinds Coffee Pouches | Tobacco Free, Nicotine Free Healthy Alternative | 3 Cans of Cinnamon Roll | 18 Pouches Per Can | 1 Pouch eq. 1/4 Cup of Coffee (Cinnamon Roll)",,https://amazon.com/dp/B08GY6Y7R4,1,1,15,15,15,$200.81,$13.39,,,complete,15,0,0,15,,1/3/2025,,
258_0000093,,12/18/2024,114-7887872-5495456,(amazon) Amazon,,CA,B07XZ35J5K,"Bioré Charcoal Deep Cleansing Pore Strips for Men, Nose Strips for Blackhead Removal on Oily Skin, Features C-Bond Technology with Instant Pore Unclogging, 6 Count",,https://amazon.com/dp/B07XZ35J5K,1,1,4,4,4,$17.58,$4.40,,,complete,4,0,0,4,,1/5/2025,,
258_0000094,,12/18/2024,112-6826774-1017828,(amazon) Amazon,,CA,B01N9PSE0P,"Black Radiance True Complexion Creme Contour Palette, Medium to Dark, 7.5 Gram",,https://amazon.com/dp/B01N9PSE0P,1,1,15,15,15,$70.74,$4.72,,,complete,15,0,0,15,,1/5/2025,,
258_0000095,,12/18/2024,112-0313618-1553066,(amazon) Amazon,,CA,B083C76GRS,"Downy Dryer Sheets Laundry Fabric Softener, Cool Cotton, 240 Count",,https://amazon.com/dp/B083C76GRS,1,1,5,5,5,$32.09,$6.42,,,complete,5,0,0,5,,1/5/2025,,
258_0000096,,12/18/2024,111-4274801-5580211,(amazon) Amazon.com,,CA,B08KKC8KS8,"mio Lemonade Naturally Flavored with other natural flavor Liquid Water Enhancer, 3.24 fl oz Bottle",,https://amazon.com/dp/B08KKC8KS8,1,1,10,10,10,$49.89,$4.99,,,complete,10,0,0,10,,1/3/2025,,
258_0000097,,12/18/2024,114-3732319-5692236,(amazon) Amazon,,CA,B07XZ35J5K,"Bioré Charcoal Deep Cleansing Pore Strips for Men, Nose Strips for Blackhead Removal on Oily Skin, Features C-Bond Technology with Instant Pore Unclogging, 6 Count",,https://amazon.com/dp/B07XZ35J5K,1,1,8,8,8,$35.16,$4.40,,,complete,8,0,0,8,,1/5/2025,,
258_0000098,,12/18/2024,113-0712681-4114614,(amazon) Amazon,,CA,B0144BMLEI,"Pet Botanics 10 Oz. Pouch Training Reward Mini Soft & Chewy, Beef Flavor, with 500 Treats Per Bag, The Choice of Top Trainers",,https://amazon.com/dp/B0144BMLEI,1,1,6,6,6,$42.79,$7.13,,,complete,6,0,0,6,,1/5/2025,,
258_0000099,,12/18/2024,113-8269096-7137826,(amazon) Amazon,,CA,B08NWWSCWM,"Sea Bond Secure Denture Adhesive Seals, Original Lowers, Zinc-Free, All-Day-Hold, Mess-Free, 30 Count (Pack of 4)",,https://amazon.com/dp/B08NWWSCWM,4,4,10,40,10,$203.23,$20.32,,,complete,36,4,0,9,,1/5/2025,,
258_0000100,,12/18/2024,111-2317336-0773834,(amazon) Amazon.com,,CA,B0761WRR9X,"McCormick Perfect Pinch Salad Supreme Seasoning, 8.25 oz",,https://amazon.com/dp/B0761WRR9X,1,1,4,4,4,$23.12,$5.78,,,complete,4,0,0,4,,1/5/2025,,
258_0000101,,12/18/2024,111-1527625-3005054,(amazon) Amazon,,CA,B00IXDS4EU,"DUDE Wipes - On-The-Go Flushable Wipes - 2 Pack, 60 Wipes - Unscented Extra-Large Individually Wrapped Adult Wet Wipes - Vitamin E & Aloe - Septic and Sewer Safe",,https://amazon.com/dp/B00IXDS4EU,1,1,9,9,9,$80.17,$8.91,,,extra units,18,0,0,18,,1/5/2025,"LISTING IS FOR LAVENDER OIL, WRONG LISTING? BUNDLE COUNT IS WRONG TOO",
258_0000102,,12/18/2024,114-7120529-9483450,(amazon) Amazon,,CA,B008LXBZF2,"DUDE Wipes - On-The-Go Flushable Wipes - 1 Pack, 30 Wipes - Unscented Extra-Large Individually Wrapped Adult Wet Wipes - Vitamin E & Aloe - Septic and Sewer Safe",,https://amazon.com/dp/B008LXBZF2,1,1,27,27,27,$120.26,$4.45,,,complete,27,0,0,27,,1/5/2025,,
258_0000103,,12/18/2024,114-3587187-8365858,(amazon) Amazon,,CA,B008LXBZF2,"DUDE Wipes - On-The-Go Flushable Wipes - 1 Pack, 30 Wipes - Unscented Extra-Large Individually Wrapped Adult Wet Wipes - Vitamin E & Aloe - Septic and Sewer Safe",,https://amazon.com/dp/B008LXBZF2,1,1,30,30,30,$133.62,$4.45,,,complete,30,0,0,30,,1/3/2025,,
258_0000104,,12/18/2024,113-3517982-4594662,(amazon) Amazon.com,,CA,B00IA8MXUE,"Vicks Vapo Pad Family Pack, 12 Count (Pack of 2)",,https://amazon.com/dp/B01N30XYSG,1,2,20,40,40,$417.62,$10.44,,,awaiting,0,0,40,0,,12/30/1899,,
258_0000105,,12/18/2024,112-9623568-0852202,(amazon) Eye Eco,,CA,B01I064M22,"EYEECO Gentle Tea Tree Oil Foaming Facial Cleanser - 1.6oz - Non-Irritating Eyelid Cleanser & Face Wash with Tea Tree, Chamomile & Shea Butter",,https://amazon.com/dp/B01I064M22,1,1,15,15,15,$279.86,$18.66,,,complete,15,0,0,15,,12/29/2024,,
258_0000106,,12/18/2024,113-1680851-6547460,(amazon) Amazon.com,,CA,B000NE6H82,"Zipfizz Daily Energy Drink Powder, Citrus, 20 Pack, 3-in-1 Sustained Energy, Rapid Hydration, and Essential Vitamins, Sugar-Free, Electrolyte Powder, Contains Vitamin B-12 & Antioxidants",,https://amazon.com/dp/B000NE6H82,1,1,10,10,10,$149.43,$14.94,,,complete,10,0,0,10,,1/5/2025,,
258_0000107,,12/18/2024,112-3971585-7785011,(amazon) RCMA Makeup,,CA,B01E1WYSN2,RCMA No Color Powder | Setting Powder | Professional Makeup | Universal | All skin types | 3oz,,https://amazon.com/dp/B01E1WYSN2,1,1,6,6,6,$81.00,$13.50,,,complete,6,0,0,6,,12/29/2024,,
258_0000108,,12/18/2024,111-7215753-1888262,(amazon) RCMA Makeup,,CA,B01ETVTASI,RCMA | Translucent Loose Powder | Flawless Finish | Professional Makeup | Setting Powder | All Skin Types | 3oz Bottle,,https://amazon.com/dp/B01ETVTASI,1,1,6,6,6,$81.00,$13.50,,,complete,6,0,0,6,,1/5/2025,,
258_0000109,,12/18/2024,111-7249819-6866658,(amazon) ORGANIC SPREE,,CA,B0CW17RPTV,"Organic Spree Kashmiri Saffron Kesar 1gm (0.035oz) Threads Pure and Natural l From the finest farmlands of Pampore, J&K l Certified Grade A++ Mongra Saffron",,https://amazon.com/dp/B0CW17RPTV,1,1,15,15,15,$224.88,$14.99,,,complete,15,0,0,15,,1/5/2025,,
258_0000110,,12/18/2024,112-9380793-0118619,(amazon) IT is Sweet,,CA,B0938SVXTM,"Orgnisulmte Canada Black Garlic Fermented for 90 Days 100% Natural Multi Clove Garlic Hand Selected in CANADA,Ready to Eat 8 oz",,https://amazon.com/dp/B0938SVXTM,1,1,15,15,15,$176.97,$11.80,,,complete,15,0,0,15,,12/29/2024,,
258_0000111,,12/20/2024,193918,honestmed,,CA,B00ZF76K7K,"Mepitac 298400 Soft Silicone Tape, 1-1/2"" x 59""",,https://honestmed.com/shop/Wound-Care/Tapes-&-Fasteners/Medical-Tapes/133414,1,1,36,36,36,$438.45,$12.18,,,complete,36,0,0,36,,12/29/2024,,
258_0000112,,12/20/2024,2071,stickersforyourstuff,,CA,Z3-7SS8-ORJS,Trailer Park Boys Air Freshener - Ricky Funny Hanging Car Air Freshener - Funny Car Accessories for Men & Women,B0D1VVX11M,https://stickersforyourstuff.com/products/trailer-park-boys-funny-car-air-freshener-officially-licensed-bubbles-nice-kitty-hanging-car-air-freshener-copy,1,1,30,30,30,$168.00,$5.60,sku düzeltildi,,partial,29,0,1,29,,12/29/2024,NO LISTING,
258_0000113,,12/19/2024,111-6617458-6852265,(amazon) ToyWorld,,CA,B01MFC0LQE,"Garnier Fructis Style Surfer Hair Power Putty, 3.4 Oz, 1 Count (Packaging May Vary)",,https://amazon.com/dp/B01MFC0LQE,1,1,27,27,27,$127.14,$4.71,,,complete,27,0,0,27,,12/29/2024,,
258_0000114,,12/19/2024,114-6764673-4612225,(amazon) Amazon.com,,CA,B087T1DQGG,"Swiss Miss Milk Chocolate Hot Cocoa Keurig Single-Serve K Cup Pods, 28 Count",,https://amazon.com/dp/B087T1DQGG,1,1,10,10,10,$113.47,$11.35,,,complete,10,0,0,10,,12/29/2024,,
258_0000115,,12/19/2024,114-2679627-1991421,(amazon) ,,CA,B006YG12F6,API QUICK START Freshwater and Saltwater Aquarium Nitrifying Bacteria 16-Ounce Bottle,,https://amazon.com/dp/B006YG12F6,1,1,30,30,30,$338.64,$11.29,,,partial,19,0,11,19,,12/29/2024,"NO SLIP, DEMAGED BOX",
258_0000116,,12/19/2024,112-2107119-6972226,(amazon) ,,CA,B087T1DQGG,"Swiss Miss Milk Chocolate Hot Cocoa Keurig Single-Serve K Cup Pods, 28 Count",,https://amazon.com/dp/B087T1DQGG,1,1,10,10,10,$113.47,$11.35,,,complete,10,0,0,10,,12/29/2024,SKT,
258_0000117,,12/19/2024,111-5787214-5311455,(amazon) ,,CA,B000NLQ6J0,"Flents Finger Sleeves, Pain Relief for Arthritis, Inflammation, Tendonitis & Athletic Stress, Plastic Wrap for Support & Compression, Assorted Size - 12 Count",,https://amazon.com/dp/B000NLQ6J0,1,1,3,3,3,$15.48,$5.16,,,complete,3,0,0,3,,12/29/2024,,
258_0000118,,12/19/2024,112-4131048-7010637,(amazon) ,,CA,3.35__5.11__13.62__19.99,"Old Mother Hubbard by Wellness Classic P-Nuttier Natural Dog Treats, Crunchy Oven-Baked Biscuits, Ideal for Training, Mini Size, 5 Ounce Bag, Chicken",,https://amazon.com/dp/B00063480E,1,1,15,15,15,$26.65,$1.78,,,complete,15,0,0,15,,12/29/2024,,
258_0000119,,12/19/2024,112-9867621-3469858,(amazon) ,,CA,B01M7W1MIU,"Winky Lux Flower Balm, pH Lip Balm, Color Changing Lipstick and Tinted Lip Balm Stain, Vegan & Cruelty Free Lip Balm, Hydrate & Plump, Sheer Pink Lipstick, Pink Flower",,https://amazon.com/dp/B01M7W1MIU,1,1,8,8,8,$115.53,$14.44,,,complete,8,0,0,8,,12/29/2024,,
258_0000120,,12/19/2024,112-0854712-5949800,(amazon) ,evet,CA,B099KN8Z22,"Adam's Polishes Advanced Graphene Ceramic Coating - 10H Graphene Coating for Auto Detailing, 9+ Years of Car Protection & Patented UV Technology",,https://amazon.com/dp/B099KN8Z22,1,1,15,15,15,"$1,462.93",$97.53,,,complete,15,0,0,15,,12/24/2024,NEW BATCH,
258_0000121,,12/19/2024,112-7559041-4388225,(amazon) ,,CA,B01M2965IC,"Bodhi Dog Natural Dog Cologne | Premium Scented Deodorizing Body Spray for Dogs & Cats | Neutralizes Strong Odors | Dog Perfume with Natural Dog Conditioner | Made in USA (Lilac, 4 Fl Oz)",,https://amazon.com/dp/B01M2965IC,1,1,2,2,2,$20.21,$10.11,,,complete,2,0,0,2,,12/29/2024,,
258_0000122,,12/19/2024,113-2232581-6512252,(amazon) ,,CA,70-EXX8-X4OM,"Peet's Coffee, Dark Roast Ground Coffee - Major Dickason's Blend 18 Ounce Bag",,https://amazon.com/dp/B086ZFHF6H,1,1,6,6,6,$53.93,$8.99,,,complete,5,1,0,5,,12/29/2024,,
258_0000123,,12/19/2024,114-3489208-7731456,(amazon) ,,CA,3.39__6.39__15.71__26.17,"OREO Cakesters Soft Snack Cakes, 12 - 5 Count Packs (60 Total Snack Packs)",,https://amazon.com/dp/B09MWPGXRB,1,12,2,24,24,$81.19,$3.38,,,complete,24,0,0,24,,12/29/2024,SKT,
258_0000124,,12/19/2024,114-6220760-9991417,(amazon) ,,CA,B00DLNTV8A,Pacifica Color Quench Lip Tint (Guava Berry),,https://amazon.com/dp/B00DLNTV8A,1,1,27,27,27,$114.75,$4.25,,,complete,27,0,0,27,,12/29/2024,,
258_0000125,,12/19/2024,112-9943523-6152200,(amazon) ,,CA,70-EXX8-X4OM,"Peet's Coffee, Dark Roast Ground Coffee - Major Dickason's Blend 18 Ounce Bag",,https://amazon.com/dp/B086ZFHF6H,1,1,8,8,8,$86.63,$10.83,,,complete,7,1,0,7,,12/29/2024,NO SLIP,
258_0000126,,12/19/2024,114-1695386-1361043,(amazon) ,,CA,B00FJYFORG,California Baby Calendula Cream | Ultra-Soothing Baby Face Cream | 100% Plant-Based | Organic Calendula + Aloe Vera | Lavender Scent | Baby Lotion For Sensitive Skin | 2 oz (Pack of 2),,https://amazon.com/dp/B001F0RBH4,1,2,8,16,16,$292.33,$18.27,,,complete,16,0,0,16,,12/29/2024,,
258_0000127,,12/19/2024,111-3310277-7725812,(amazon) ,,CA,B07S95K1TG,"QRxLabs Glycolic Acid/AHA 15% Renewal Serum for Face - Brightening, Smoothing, Exfoliant Serum for Night & Day - Fine Lines, Dark Spots & Wrinkles Treatment - Glycolic Acid 15% Serum - 1 fl oz Bottle",,https://amazon.com/dp/B07S95K1TG,1,1,20,20,20,$271.15,$13.56,,,complete,20,0,0,20,,12/29/2024,,
258_0000128,,12/19/2024,111-7500706-2205044,(amazon) ,,CA,B00NPS6U76,"Prescribed For Life, Natural Sodium Bicarbonate (Baking Soda) Powder, 1 Lb Pouch",,https://amazon.com/dp/B00NPS6U76,1,1,15,15,15,$152.87,$10.19,,,complete,15,0,0,15,,12/29/2024,,
258_0000129,,12/19/2024,111-6155202-9626612,(amazon) ,,CA,B074G3VHZF,"e.l.f. Lip Plumping Gloss, Hydrating, Nourishing, Invigorating, High-Shine, Plumps, Volumizes, Cools, Soothes, Sparkling Rosé, Shimmer, 0.09 Oz",,https://amazon.com/dp/B074G3VHZF,1,1,27,27,27,$120.49,$4.46,,,complete,27,0,0,27,,12/29/2024,,
258_0000130,,12/19/2024,114-0862237-2445040,(amazon) ,,CA,B0BNGTVVNG,"PURITO Oat-in Intense Cream 150ml / 5.07 fl. oz, Vegan Ingredients, Cruelty-Free, Facial cream",,https://amazon.com/dp/B0BNGTVVNG,1,1,10,10,10,$160.20,$16.02,,,complete,10,0,0,10,,12/29/2024,,
258_0000131,,12/19/2024,112-2831012-3257006,(amazon) ,,CA,B073VV4GZB,"Lucy Jo's Coffee Roastery, Organic Mellow Belly Low Acid Blend, Medium Dark, Ground, 11 oz (11 OZ)",,https://amazon.com/dp/B073VV4GZB,1,1,10,10,10,$133.10,$13.31,,,awaiting,0,0,10,0,,12/30/1899,RECEIVING LOG GIRILMEMIS,
258_0000132,,12/19/2024,114-0313841-5742677,(amazon) ,evet,CA,B00DYVP36I,"Citrus Magic Natural Odor Eliminator Air Freshener Spray for Home, Orange Blast, 3-Ounce, Pack of 3",,https://amazon.com/dp/B00DYVP36I,1,1,15,15,15,$230.04,$15.34,,,complete,15,0,0,15,,12/29/2024,SHIPPED,
258_0000133,,12/19/2024,111-2482121-1909834,(amazon) ,,CA,B0C4ZQ3FRY,"Pure Primal Premium Penile Health Cream - Advanced Moisturizing Penile Cream To Increase Sensitivity For Men - Moisturizer Penile Lotion For Anti-Chafing, Redness, Dryness and Irritation - 4 oz",,https://amazon.com/dp/B0C4ZQ3FRY,1,1,10,10,10,$128.17,$12.82,,,complete,10,0,0,10,,12/29/2024,,
258_0000134,,12/19/2024,111-1225408-3903417,(amazon) ,,CA,B0CR3GJ8QZ,"60 Pcs Mix Bonsai Bowl Lotus Seeds, Water Lilys Flower Plant, Lotus Seeds for Planting Water Features Seeds Non-GMO Fresh Garden Seeds",,https://amazon.com/dp/B0CR3GJ8QZ,1,1,10,10,10,$99.90,$9.99,,,complete,10,0,0,10,,12/29/2024,,
258_0000135,,12/19/2024,111-7800819-9499415,(amazon) ,,CA,B0CZPLN8XC,"National Geographic Human Body Model for Kids That Glows in The Dark - 32-Piece Interactive Anatomy Model with Bones, Organs, Muscles, Science Kit Stocking Stuffer, Anatomy & Physiology Study Tools",,https://amazon.com/dp/B0CZPLN8XC,1,1,10,10,10,$134.90,$13.49,,,complete,10,0,0,10,,12/29/2024,,
258_0000136,,12/19/2024,111-2302739-6519450,(amazon) ,,CA,B09WWW8ZRJ,"STAR WARS Retro Collection Darth Vader (The Dark Times) Toy 3.75-Inch-Scale OBI-Wan Kenobi Figure, Toys for Kids Ages 4 and Up, Multicolored, F5771",,https://amazon.com/dp/B09WWW8ZRJ,1,1,10,10,10,$69.80,$6.98,,,complete,10,0,0,10,,12/24/2024,,
258_0000137,,12/19/2024,111-9267999-4941006,(amazon) ,,CA,B0CRLYSY7H,"Barbie Color Reveal Doll & Accessories with 6 Unboxing Surprises, Mermaid Series with Color-Change Bodice",,https://amazon.com/dp/B0CRLYSY7H,1,1,1,1,1,$7.24,$7.24,,,complete,1,0,0,1,,1/5/2025,,
258_0000138,,12/19/2024,111-0095144-2041839,(amazon) ,,CA,B0CRLYSY7H,"Barbie Color Reveal Doll & Accessories with 6 Unboxing Surprises, Mermaid Series with Color-Change Bodice",,https://amazon.com/dp/B0CRLYSY7H,1,1,3,3,3,$21.72,$7.24,,,complete,3,0,0,3,,12/29/2024,,
258_0000139,,12/19/2024,111-6077614-4133835,(amazon) ,,CA,B097C2KBSN,Frida Mom Nursing Pillow Back + Belly Warmers | Reusable Click-to-Heat Relief in an Instant for Back + Belly | 1 set - 2 heat packs,,https://amazon.com/dp/B097C2KBSN,1,1,10,10,10,$100.60,$10.06,,,complete,10,0,0,10,,12/25/2024,,
258_0000140,,12/19/2024,111-6142204-4409804,(amazon) ,,CA,B0BDL87HF8,"Cricut Smart Removable Vinyl (13 in x 12 ft, Matte Metallic Silver) for Explore and Maker 3 - Matless cutting for long cuts up to 12ft",,https://amazon.com/dp/B0BDL87HF8,1,1,10,10,10,$82.50,$8.25,,,complete,10,0,0,10,,12/25/2024,X0043R2FXR,
258_0000141,,12/19/2024,111-3572255-6457069,(amazon) ,,CA,B002F1PSZY,"New England Coffee Blueberry Cobbler Medium Roast Ground Coffee, 11oz Bag (Pack of 3)",,https://amazon.com/dp/B0859JGR2P,1,3,8,24,24,$113.29,$4.72,,,complete,24,0,0,24,,1/5/2025,SKT 6/10/25,
258_0000142,,12/20/2024,200012578312204,,,CA,B007TWNKHW,"Hershey's Sugar Free Chocolate Syrup, 17.5 oz (Pack of 3)",,https://www.walmart.com/ip/Hershey-s-Zero-Sugar-Chocolate-Syrup-Bottle-17-5-oz/10818402,3,2,9,18,6,$100.44,$16.74,,,complete,18,0,0,6,,12/24/2024,issue,
258_0000143,,12/20/2024,111-6261690-2389806,(amazon) Amazon,,CA,B001TJZO16,"NYX PROFESSIONAL MAKEUP Jumbo Eye Pencil, Blendable Eyeshadow Stick & Eyeliner Pencil - Cottage Cheese (Silver)",,https://amazon.com/dp/B001TJZO16,1,1,10,10,10,$38.16,$3.82,,,complete,10,0,0,10,,12/29/2024,,
258_0000144,,12/20/2024,111-5282365-4043432,(amazon) Amazon,,CA,B097Y9V2L9,"Aveeno Calm + Restore Nourishing Makeup Remover Face Wipes, Fragrance Free Facial Cleansing Towelettes with Oat Extract & Calming Feverfew, Alcohol Free, 100% Plant-Based Cloth, 25 ct",,https://amazon.com/dp/B097Y9V2L9,1,1,15,15,15,$74.67,$4.98,,,awaiting,0,0,15,0,,12/30/1899,,
258_0000145,,12/20/2024,111-7517893-8421826,(amazon) Amazon.com,,CA,B08GCZZSVX,"Kindi Kids Fun Time Friends - Pre-School Play Doll, Bella Bow - for Ages 3+ | Changeable Clothes and Removable Shoes",,https://amazon.com/dp/B08GCZZSVX,1,1,3,3,3,$50.97,$16.99,,,complete,3,0,0,3,,1/5/2025,,
258_0000146,,12/20/2024,111-6574022-6407429,(amazon) Amazon,,CA,B01BVUDMVG,"Simple Mills Almond Flour Crackers, Rosemary & Sea Salt - Gluten Free, Vegan, Healthy Snacks, 4.25 Ounce (Pack of 1)",,https://amazon.com/dp/B01BVUDMVG,1,1,25,25,25,$85.00,$3.40,,,complete,25,0,0,25,,12/25/2024,,
258_0000147,,12/20/2024,111-8955255-7296204,(amazon) RushSlowly,,CA,B07XJRW6PS,RushSlowly Ice Skating Spinning Turnboard Trainer Device for Practicing (Beach),,https://amazon.com/dp/B07XJRW6PS,1,1,4,4,4,$66.36,$16.59,,,complete,4,0,0,4,,1/3/2025,,
258_0000148,,12/20/2024,111-4807904-9839434,(amazon) Amazon,,CA,B00INK4OXI,"Stash Tea Meyer Lemon Herbal Tea - Naturally Caffeine Free, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 100 Count (BULK PACKAGING)",,https://amazon.com/dp/B00INK4OXI,1,1,15,15,15,$278.55,$18.57,,,complete,15,0,0,15,,12/25/2024,NO SLIP,
